electkwh,PV_generation,chargekwh,h_countdown,soc_ev,month,day,hour,nday,d_res,hour_cos,hour_sin,month_cos,month_sin,spring,summer,autumn,winter,season,p_buy,p_sell
0.158,0.0,,0.0,1.0,11,16,0,361,0.158,1.0,0.0,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.126,0.0,,0.0,1.0,11,16,1,362,0.126,0.9629172873477994,0.2697967711570243,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.157,0.0,,0.0,1.0,11,16,2,363,0.157,0.8544194045464886,0.5195839500354336,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.157,0.0,,0.0,1.0,11,16,3,364,0.157,0.6825531432186541,0.730835964278124,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.14200000000000002,0.0,,0.0,1.0,11,16,4,365,0.14200000000000002,0.4600650377311522,0.8878852184023752,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.265,0.0,,0.0,1.0,11,16,5,366,0.265,0.20345601305263397,0.9790840876823228,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.233,0.0,,0.0,1.0,11,16,6,367,0.233,-0.06824241336467088,0.9976687691905392,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.195,0.094,,0.0,1.0,11,16,7,368,0.101,-0.33487961217098616,0.9422609221188205,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.166,0.6499999999999999,,0.0,1.0,11,16,8,369,-0.4839999999999999,-0.5766803221148671,0.8169698930104421,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.15400000000000003,1.5949999999999998,,0.0,1.0,11,16,9,370,-1.4409999999999998,-0.7757112907044199,0.6310879443260526,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.17200000000000001,2.578,,0.0,1.0,11,16,10,371,-2.4059999999999997,-0.9172113015054528,0.3984010898462418,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.286,1.83,,0.0,1.0,11,16,11,372,-1.544,-0.9906859460363308,0.13616664909624665,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.135,1.6440000000000001,,0.0,1.0,11,16,12,373,-1.5090000000000001,-0.9906859460363308,-0.1361666490962464,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.273,2.7049999999999996,,0.0,1.0,11,16,13,374,-2.4319999999999995,-0.9172113015054532,-0.3984010898462412,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
0.21799999999999997,1.4000000000000001,,0.0,1.0,11,16,14,375,-1.1820000000000002,-0.7757112907044198,-0.6310879443260528,0.8660254037844384,-0.5000000000000004,false,false,true,false,3,0.3,0.1
